source,title,date,url,snippet
EconomyNext (Business),Sri Lanka’s Tea production down by 3.2 percent in November,2023-12-21,https://economynext.com/sri-lankas-tea-production-down-by-3-2-percent-in-november-144630/,"Output for the 11 months was up from last year, industry data showed. By By Nethmi Rajawasam December 21, 2023"
EconomyNext (Business),"Sri Lanka to import 15,000mt of maize for poultry feed",2023-12-21,https://economynext.com/sri-lanka-to-import-15000mt-of-maize-for-poultry-feed-144589/,"Insufficient stocks in open market led to animal feed scarcity, pushed meat and egg prices up, and halted Thriposha December 21, 2023"
EconomyNext (Business),"Sri Lanka to get 16,000 tourists from Estonia, Baltic States: Udayanga Weeratunga",2023-12-21,https://economynext.com/sri-lanka-to-get-16000-tourists-from-estonia-baltic-states-udayanga-weeratunga-144544/,"Visitors from Estonia, Lithuania, Latvia, Moldova and Poland, will arrive in the country with tours arranged by JoinUp December 21, 2023"
EconomyNext (Business),"Australian govt. to give AUD42.1mn for good governance, MDF programs",2023-12-20,https://economynext.com/australian-govt-to-give-aud42-1mn-for-good-governance-mdf-programs-144476/,"The Australian government has agreed to provide an additional grant of 42.1 million Australian dollars By By Nethmi Rajawasam December 20, 2023"
EconomyNext (Business),British Council to train English teachers in Sri Lanka's Sabaragamuwa,2023-12-20,https://economynext.com/british-council-to-train-english-teachers-in-sri-lankas-sabaragamuwa-144469/,"Formal training will be given to selected 700 teachers at a cost of 51 million rupees By By Apsara Rodrigo December 20, 2023"
EconomyNext (Business),Sri Lanka to get Estonia charter flight on Dec 20,2023-12-20,https://economynext.com/sri-lanka-to-get-estonia-charter-flight-on-dec-20-144409/,"From December 01 to 17 Sri Lanka had welcomed 100,750 tourists with around 6,500 arriving daily, over the last week By By Apsara Rodrigo December 20, ..."
EconomyNext (Business),Sri Lanka to allow spice imports for value added products,2023-12-19,https://economynext.com/sri-lanka-to-allow-spice-imports-for-value-added-products-144330/,"Products made with extracts allow high revenues to be earned than exports in raw form December 19, 2023"
EconomyNext (Business),Sri Lanka to continue importing eggs from India,2023-12-19,https://economynext.com/sri-lanka-to-continue-importing-eggs-from-india-144305/,"155 million eggs imported from Indian farms, another 18 million within this month. December 19, 2023"
EconomyNext (Business),"Global demand for Sri Lanka's king coconut, government plans branding",2023-12-15,https://economynext.com/global-demand-for-sri-lankas-king-coconut-government-plans-branding-143982/,"Steps to cultivate it as an export crop and create branding By By Apsara Rodrigo December 15, 2023  1"
EconomyNext (Business),Macubator to support Sri Lanka and regional start-ups,2023-12-15,https://economynext.com/macubator-to-support-sri-lanka-and-regional-start-ups-143975/,"A start-up accelerator backed by MAC Holdings hopes to support aspiring entrepreneurs, uni students commercialize ideas December 15, 2023"
EconomyNext (Business),Realtors shy away from affordable housing: Industry analysts,2023-12-15,https://economynext.com/realtors-shy-away-from-affordable-housing-industry-analysts-144016/,Most realtors interested in building houses for the middle income and higher income group because profit margin is high By By Apsara Rodrigo December ...
EconomyNext (Business),"Sri Lanka to revise fisheries act, calls for investments",2023-12-15,https://economynext.com/sri-lanka-to-revise-fisheries-act-calls-for-investments-144020/,"Plans to revise the fisheries act after consultation with stakeholders and field experts. December 15, 2023"
EconomyNext (Business),Sri Lanka gets climate resilient ‘unsinkable’ boats from FAO,2023-12-14,https://economynext.com/sri-lanka-gets-climate-resilient-unsinkable-boats-from-fao-143873/,"The boats were made possible through the funding of the Norwegian Government-financed FAO Trust Fund project December 14, 2023"
EconomyNext (Business),2.1bn won from Korea tourism for community-based projects in Sri Lanka provinces,2023-12-13,https://economynext.com/2-1bn-won-from-korea-tourism-for-community-based-projects-in-sri-lanka-provinces-143729/,"Community-based tourism development project will focus on Central, Northern and Eastern provinces with 2.172bn won grant By By Nethmi Rajawasam Decemb..."
EconomyNext (Business),China Civil Engineering Construction to build Sri Lanka Railways factory in Ratmalana,2023-12-13,https://economynext.com/china-civil-engineering-construction-to-build-sri-lanka-railways-factory-in-ratmalana-143716/,"The project is a part of the Railway Efficiency Improvement Project implemented with Asian Development Bank funds. By By Nethmi Rajawasam December 13,..."
EconomyNext (Business),Sri Lanka to appoint authorised agents for online tourist visa applications,2023-12-12,https://economynext.com/sri-lanka-to-appoint-authorised-agents-for-online-tourist-visa-applications-143541/,"GBS Technology Services, IVS Global, and VFS Global to act as authorised agents for online visa applications By By Nethmi Rajawasam December 12, 2023 ..."
EconomyNext (Business),Sri Lanka to build temporary terminal at BIA,2023-12-12,https://economynext.com/sri-lanka-to-build-temporary-terminal-at-bia-143457/,"Decision to build a second terminal with the JICA grant was halted when Sri Lanka declared bankruptcy. By By Nethmi Rajawasam December 12, 2023"
EconomyNext (Business),Sri Lanka tertiary education dropouts at 30pct: Vocational training professional,2023-12-12,https://economynext.com/sri-lanka-tertiary-education-dropouts-at-30pct-vocational-training-professional-143439/,"High dropout rates could be tackled by allowing employed, mature students attend courses online By By Apsara Rodrigo December 12, 2023"
EconomyNext (Business),Sri Lanka's United Motors acquires Dutch Lanka Trailer,2023-12-12,https://economynext.com/sri-lankas-united-motors-acquires-dutch-lanka-trailer-143424/,"Dutch Lanka Trailer Manufacturers has now become a fully owned subsidiary of United Motors Lanka Plc December 12, 2023"
EconomyNext (Business),Sri Lanka takes steps to ratify ILO C188 to protect fishermen,2023-12-11,https://economynext.com/sri-lanka-takes-steps-to-ratify-ilo-c188-to-protect-fishermen-143315/,"Sri Lanka hopes to ratify the international Labour Organization's 'Work in Fishing Convention (C188). December 11, 2023"
EconomyNext (Business),Sri Lanka wants university research to lead to commercially viable products,2023-12-11,https://economynext.com/sri-lanka-wants-university-research-to-lead-to-commercially-viable-products-143275/,"Ministry of Industries pushes universities, business to work together to produce exportable, commercially-ready products December 11, 2023  1"
EconomyNext (Business),"Sri Lanka promoting Buddhist tourism from Vietnam, ASEAN",2023-12-10,https://economynext.com/sri-lanka-promoting-buddhist-tourism-from-vietnam-asean-143234/,"Plans to connect 100 temples in the ASEAN regions with those in Sri Lanka By By Apsara Rodrigo December 10, 2023"
EconomyNext (Business),Sri Lanka to host regional Food and Agriculture Organization conference,2023-12-09,https://economynext.com/sri-lanka-to-host-regional-food-and-agriculture-organization-conference-143211/,"The APRC agenda will include a forum on agritourism, especially requested by the Sri Lankan government. December 9, 2023"
EconomyNext (Business),Sri Lanka November 2023 tourism revenue jumps to $205 mln from last year’s $81 mln,2023-12-09,https://economynext.com/sri-lanka-november-2023-tourism-revenue-jumps-to-205-mln-from-last-years-81-mln-143206/,"The revenues for the first 11 months were $1.8 billion, 78.3 percent up from $1 billion in the same period in 2022. December 9, 2023"
EconomyNext (Business),Galle Literary Festival to bring more international visitors to Sri Lanka,2023-12-08,https://economynext.com/galle-literary-festival-to-bring-more-international-visitors-to-sri-lanka-143064/,"Galle Literary Festival organizers expect an estimated 6,000 to 15,000 visitors in January 2024 By By Apsara Rodrigo December 8, 2023"
EconomyNext (Business),"Sri Lanka's HNB, Commercial Bank, Sampath licensed by Colombo Port City",2023-12-08,https://economynext.com/sri-lankas-hnb-commercial-bank-sampath-licensed-by-colombo-port-city-143032/,"The Colombo Port City is a dollarized area where currency competition is allowed December 8, 2023"
EconomyNext (Business),Sri Lanka minimum room rates were a temporary help to hotels: Minister,2023-12-07,https://economynext.com/sri-lanka-minimum-room-rates-were-a-temporary-help-to-hotels-minister-142916/,"President had made a clear remark that market forces to keep running December 7, 2023"
EconomyNext (Business),Sri Lanka to raise fines after high inflation,2023-12-07,https://economynext.com/sri-lanka-to-raise-fines-after-high-inflation-142946/,"Old fines do not match the recent substantial rises in prices of goods and services, only small fines are made: Minister By By Nethmi Rajawasam Decemb..."
EconomyNext (Business),Sri Lanka hopes to attract investment at International Water Summit,2023-12-07,https://economynext.com/sri-lanka-hopes-to-attract-investment-at-international-water-summit-142971/,"This conference is to showcase to the international community that Sri Lanka is open for attracting investment By By Apsara Rodrigo December 7, 2023"
EconomyNext (Business),Sri Lanka to start international tourism branding campaign,2023-12-06,https://economynext.com/sri-lanka-to-start-international-tourism-branding-campaign-142887/,"Hopes to reach 2.3mn tourists next year December 6, 2023"
EconomyNext (Business),Sri Lanka's new commission to set standards for private university degrees: Minister,2023-12-06,https://economynext.com/sri-lankas-new-commission-to-set-standards-for-private-university-degrees-minister-142880/,"Sri Lanka's free education is under increasing threat after unprecedented economic crisis December 6, 2023"
EconomyNext (Business),Sri Lanka ragging hotline receives complaints,2023-12-06,https://economynext.com/sri-lanka-ragging-hotline-receives-complaints-142828/,"21 complaints of ragging in state universities since the establishment of a special hotline two months ago By By Apsara Rodrigo December 6, 2023  1"
EconomyNext (Business),Sri Lanka mulls revisable water tariff formula,2023-12-06,https://economynext.com/sri-lanka-mulls-revisable-water-tariff-formula-142797/,"It will be like the monthly fuel price formula December 6, 2023"
EconomyNext (Business),"Sri Lanka tourist arrivals rise to 151,000 in November",2023-12-06,https://economynext.com/sri-lanka-tourist-arrivals-rise-to-151000-in-november-142794/,"Sri Lanka is expecting around 1.5 million visitors in 2023 December 6, 2023"
EconomyNext (Business),Sri Lanka plans to reduce number of school grades from 13 to 12,2023-12-05,https://economynext.com/sri-lanka-plans-to-reduce-number-of-school-grades-from-13-to-12-142711/,"The Ministry of Education proposes to reduce the number of school grades from 13 to 12 December 5, 2023"
EconomyNext (Business),SriLankan Airlines flies in Indian journalists to promote tourism,2023-12-05,https://economynext.com/srilankan-airlines-flies-in-indian-journalists-to-promote-tourism-142685/,"Airline organized a tour of the island for journalists from India's mainstream print and news media December 5, 2023"
EconomyNext (Business),Sri Lanka revolving restaurant to open in time for holiday season,2023-12-04,https://economynext.com/sri-lanka-revolving-restaurant-to-open-in-time-for-holiday-season-142490/,"Citrus Leisure Plc has said it will open its revolving restaurant at the Lotus Tower in a week or so. December 4, 2023"
EconomyNext (Business),Sri Lanka's Haycarb begins coconut growing campaign in North,2023-12-04,https://economynext.com/sri-lankas-haycarb-begins-coconut-growing-campaign-in-north-142470/,"Haycarb aims to plant 100,000 coconut trees in the Northern regions of Sri Lanka December 4, 2023"
EconomyNext (Business),Sri Lanka to give 2-pct interest loans to entrepreneurs with ADB support,2023-12-04,https://economynext.com/sri-lanka-to-give-2-pct-interest-loans-to-entrepreneurs-with-adb-support-142464/,"30 billion rupees has been set aside by the government and the Asian Development Bank By By Nethmi Rajawasam December 4, 2023"
EconomyNext (Business),Sri Lanka UGC wants to boost number of IT-related degrees,2023-12-02,https://economynext.com/sri-lanka-ugc-wants-to-boost-number-of-it-related-degrees-142269/,"Sri Lanka has been producing more Art graduates than technology-led grads By By Apsara Rodrigo December 2, 2023"
EconomyNext (Business),Sri Lanka to commence rural road repairs using ADB funds first week of Dec,2023-11-30,https://economynext.com/sri-lanka-to-commence-rural-road-repairs-using-adb-funds-first-week-of-dec-142023/,"“There were roads that were in a state of disrepair,” Minister Gunawardana said. “So this is for urgent work.” November 30, 2023"
EconomyNext (Business),E-ticketing system will minimise SLTB losses: Sri Lanka minister,2023-11-30,https://economynext.com/e-ticketing-system-will-minimise-sltb-losses-sri-lanka-minister-141973/,"Steps are underway to digitalize functions of the Sri Lanka Transport Board (SLTB) November 30, 2023"
EconomyNext (Business),Sri Lanka not keen on ad hoc abrogation of tax holidays: Treasury Sec,2023-11-30,https://economynext.com/sri-lanka-not-keen-on-ad-hoc-abrogation-of-tax-holidays-treasury-sec-142000/,"Sri Lanka is limiting future tax holidays November 30, 2023"
EconomyNext (Business),"India to construct 10,000 houses in Sri Lanka plantation areas",2023-11-29,https://economynext.com/india-to-construct-10000-houses-in-sri-lanka-plantation-areas-141875/,"The overall commitment of the Indian government under the project is 60,000 houses. November 29, 2023"
EconomyNext (Business),Sri Lanka's BoI signs deal for cable car system,2023-11-29,https://economynext.com/sri-lankas-boi-signs-deal-for-cable-car-system-141834/,"Board of Investment has signed an agreement to develop a cable car system November 29, 2023"
EconomyNext (Business),Sri Lanka should say good bye to minimum room rates: President,2023-11-29,https://economynext.com/sri-lanka-should-say-good-bye-to-minimum-room-rates-president-141809/,"We cannot go on crutches anymore November 29, 2023"
EconomyNext (Business),Sri Lanka president wants 7.5 million tourists including high-payers,2023-11-28,https://economynext.com/sri-lanka-president-wants-7-5-million-tourists-including-high-payers-141742/,"""Tourism was not something that was new to us. It was there even in the time of the Anuradhapura period."" November 28, 2023"
EconomyNext (Business),Sri Lanka looks to sign agreement with Nepal on higher education,2023-11-28,https://economynext.com/sri-lanka-looks-to-sign-agreement-with-nepal-on-higher-education-141732/,"Cabinet approved proposal to enter into an agreement with Nepal to facilitate exchange programs. By By Apsara Rodrigo November 28, 2023"
EconomyNext (Business),Sri Lanka targets 2.3 million tourists in 2024,2023-11-27,https://economynext.com/sri-lanka-targets-2-3-million-tourists-in-2024-141623/,"India, Russia, China, the United Kingdom and Germany  to be top markets By By Apsara Rodrigo November 27, 2023"
EconomyNext (Business),Russian flight permission delay causing shortfall in Sri Lanka's tourists: SLTDA,2023-11-27,https://economynext.com/russian-flight-permission-delay-causing-shortfall-in-sri-lankas-tourists-sltda-141591/,Expected five Russian charter flights have been delayed due to a delay in clearance from the Civil Aviation Authority By By Apsara Rodrigo November 27...
EconomyNext (Business),"Sri Lanka, EU sign financing agreement to promote food sustainability",2023-11-27,https://economynext.com/sri-lanka-eu-sign-financing-agreement-to-promote-food-sustainability-141588/,"Gov, EU sign financing agreement to promote circular economy, sustainable consumption and production in food sector November 27, 2023"
EconomyNext (Business),Sanitary napkins for Sri Lanka school girls next year: Minister,2023-11-27,https://economynext.com/sanitary-napkins-for-sri-lanka-school-girls-next-year-minister-141580/,"Will prioritise regional schools with a focus on poorer and remote ones. November 27, 2023"
EconomyNext (Business),Sri Lanka Water Board makes Rs5.6bn rupee profit,2023-11-27,https://economynext.com/sri-lanka-water-board-makes-rs5-6bn-rupee-profit-141532/,"Non-revenue water rise slightly November 27, 2023  1"
EconomyNext (Business),Crisis-hit Sri Lanka eyes $200 mln yearly from foreign ships,2023-11-25,https://economynext.com/crisis-hit-sri-lanka-eyes-200-mln-yearly-from-foreign-ships-141464/,"“We lose significant revenue because we don’t have ENCs"" - Minister November 25, 2023"
EconomyNext (Business),Sri Lanka promotes Tom EJC mango cultivation in Vavuniya,2023-11-24,https://economynext.com/sri-lanka-promotes-tom-ejc-mango-cultivation-in-vavuniya-141387/,"""We can’t grow the same produce in every district; it has to be cultivated in large numbers targeting export market,"" By By Nethmi Rajawasam November ..."
EconomyNext (Business),Sri Lanka tea exports down 4.1-pct in October,2023-11-24,https://economynext.com/sri-lanka-tea-exports-down-4-1-pct-in-october-141310/,"US dollar values still up November 24, 2023"
EconomyNext (Business),"Minimum room rates ""worst possible"" policy for Sri Lanka's tourism : Advocata",2023-11-23,https://economynext.com/minimum-room-rates-worst-possible-policy-for-sri-lankas-tourism-advocata-141221/,"It will ensure hotels cannot price their rooms at rates lower than those prescribed by the government. November 23, 2023"
EconomyNext (Business),Sri Lanka tea production up 21-pct in October,2023-11-23,https://economynext.com/sri-lanka-tea-production-up-21-pct-in-october-141189/,"First 10 month production up 2.5% November 23, 2023"
EconomyNext (Business),"Sri Lanka to regulate kithul products, allow tapping in forest reserves",2023-11-23,https://economynext.com/sri-lanka-to-regulate-kithul-products-allow-tapping-in-forest-reserves-141237/,"There is demand for kithul-related products in international market, so standard of kithul treacle must be certified By By Apsara Rodrigo November 23,..."
EconomyNext (Business),Sri Lanka to host international music show,2023-11-23,https://economynext.com/sri-lanka-to-host-international-music-show-141292/,"First of a series of international shows between Sri Lanka, Canada and Malaysia featuring Indian musicians By By Apsara Rodrigo November 23, 2023"
EconomyNext (Business),Sri Lanka shipbuilder battered in currency storm,2023-11-23,https://economynext.com/sri-lanka-shipbuilder-battered-in-currency-storm-141254/,"Currency crises, global inflation, default pushes up costs and delays deliveries November 23, 2023"
EconomyNext (Business),"Japan funds Sri Lanka fisheries, weather radar network",2023-11-22,https://economynext.com/japan-funds-sri-lanka-fisheries-weather-radar-network-141131/,"Japan has provided a JPY 200 mn grant to boost north-east fisheries infrastructure, and JPY 160 mn of a doppler network November 22, 2023"
EconomyNext (Business),China EV maker BYD ties up with JKH of Sri Lanka,2023-11-22,https://economynext.com/china-ev-maker-byd-ties-up-with-jkh-of-sri-lanka-141119/,"BYD makes cars, buses, trucks, battery storage and electric charging systems November 22, 2023"
EconomyNext (Business),"Sri Lanka to train 6,000 farmers on sustainable cultivation with UN, EU support",2023-11-22,https://economynext.com/sri-lanka-to-train-6000-farmers-on-sustainable-cultivation-with-un-eu-support-141109/,"The farmers will be trained on applying the Integrated Plant Nutrient Management approach in their paddy cultivation. November 22, 2023"
EconomyNext (Business),Sri Lanka President asks entrepreneurs to help create regional tourism hub,2023-11-21,https://economynext.com/sri-lanka-president-asks-entrepreneurs-to-help-create-regional-tourism-hub-140887/,"President has pointed out the need to develop regional tourism markets and create a unified regional tourism bloc By By Nethmi Rajawasam November 21, ..."
EconomyNext (Business),Sri Lanka will import keeri samba if shortages persist: Minister,2023-11-20,https://economynext.com/sri-lanka-will-import-keeri-samba-if-shortages-persist-minister-140815/,"Fernando accused rice mill owners of not releasing rice stocks to the market. By By Nethmi Rajawasam November 20, 2023"
EconomyNext (Business),High density cultivation system to increase tea yield by five times: Minister,2023-11-20,https://economynext.com/high-density-cultivation-system-to-increase-tea-yield-by-five-times-minister-140777/,"Amaraweera promotes high-density tea cultivation system and use of new technology to increase yields. By By Apsara Rodrigo November 20, 2023"
EconomyNext (Business),Sri Lanka beer battle to froth after Heineken purchase,2023-11-20,https://economynext.com/sri-lanka-beer-battle-to-froth-after-heineken-purchase-140740/,"Will require new investments November 20, 2023"
EconomyNext (Business),Sri Lanka to give farmers freehold rights to 2mn acres of land: President,2023-11-19,https://economynext.com/sri-lanka-to-give-farmers-freehold-rights-to-2mn-acres-of-land-president-140654/,"Some land cannot even be inherited by a girl child November 19, 2023"
EconomyNext (Business),Distilleries Company of Sri Lanka to buy Heineken beer,2023-11-17,https://economynext.com/distilleries-company-of-sri-lanka-to-buy-heineken-beer-140441/,"Heineken brands to be produced by Distilleries November 17, 2023"
EconomyNext (Business),Sri Lanka to implement 'English for All' initiative by 2030: president,2023-11-17,https://economynext.com/sri-lanka-to-implement-english-for-all-initiative-by-2030-president-140372/,"We aim to adopt successful education systems from around the world,” he said. November 17, 2023"
EconomyNext (Business),Sri Lanka’s Tess Agro opens tin can plant,2023-11-16,https://economynext.com/sri-lankas-tess-agro-opens-tin-can-plant-140256/,"Tess Agro said it commenced a tin can manufacturing at its factory premises in Kelaniya. November 16, 2023"
EconomyNext (Business),Sri Lanka spices to get quality certification from Singapore SGS,2023-11-16,https://economynext.com/sri-lanka-spices-to-get-quality-certification-from-singapore-sgs-140260/,"Spice products by small and medium industrialists to be certified by Singapore-based SGS By By Apsara Rodrigo November 16, 2023"
EconomyNext (Business),Sri Lanka offers hectare of land for strawberry cultivation,2023-11-15,https://economynext.com/sri-lanka-offers-hectare-of-land-for-strawberry-cultivation-140094/,"Depending on the success of the project, up to 10 hectares can be given for strawberry cultivation November 15, 2023"
EconomyNext (Business),Deloitte South Asia CEO to visit Sri Lanka this month,2023-11-15,https://economynext.com/deloitte-south-asia-ceo-to-visit-sri-lanka-this-month-139995/,"Deloitte now has nearly 1,000 professionals and 28 Partners in Sri Lanka and Maldives November 15, 2023"
EconomyNext (Business),Sri Lanka budget step towards correcting economic mismanagement: Ceylon Chamber,2023-11-15,https://economynext.com/sri-lanka-budget-step-towards-correcting-economic-mismanagement-ceylon-chamber-140128/,"The National Budget 2024 takes a resolute approach to address these past missteps. November 15, 2023"
EconomyNext (Business),Sri Lanka research symposium to encourage effective and quality research,2023-11-14,https://economynext.com/sri-lanka-research-symposium-to-encourage-effective-and-quality-research-139929/,"Symposium hopes to encourage effective and quality research that contributes to national development By By Apsara Rodrigo November 14, 2023"
EconomyNext (Business),"Sri Lanka to establish new, expand existing science and technology universities",2023-11-13,https://economynext.com/sri-lanka-to-establish-new-expand-existing-science-and-technology-universities-139753/,"Plans for new technology university in Kandy, and converting private higher education institutions into universities By By Apsara Rodrigo November 13,..."
EconomyNext (Business),Sri Lanka October 2023 tourism revenue jumps to $137 mln from last year’s $55 mln,2023-11-11,https://economynext.com/sri-lanka-october-2023-tourism-revenue-jumps-to-137-mln-from-last-years-55-mln-139456/,"Sri Lanka has targeted 1.5 million tourists for this year with a $2 million revenue November 11, 2023"
EconomyNext (Business),Spices can be a main sector of Sri Lanka economy: President,2023-11-10,https://economynext.com/spices-can-be-a-main-sector-of-sri-lanka-economy-president-139351/,"Sri Lanka’s neglect of spice industry has led to decline in our income from spices, president says By By Nethmi Rajawasam November 10, 2023"
EconomyNext (Business),Sri Lanka cement maker sees recovery begin amid rupee stability,2023-11-10,https://economynext.com/sri-lanka-cement-maker-sees-recovery-begin-amid-rupee-stability-139299/,"The downward yet stable movement of foreign exchange rates, conveyed a much-needed stability for businesses November 10, 2023"
EconomyNext (Business),UDA mulls transfer of Sri Lanka Bogambara Prison to Dalanda Maligawa,2023-11-09,https://economynext.com/uda-mulls-transfer-of-sri-lanka-bogambara-prison-to-dalanda-maligawa-139157/,"Hand over Kandy Bogambara prison building to Dalanda Maligawa or use it for another investment project, minister says November 9, 2023"
EconomyNext (Business),River for Jaffna project to supply water to Sri Lanka's north,2023-11-09,https://economynext.com/river-for-jaffna-project-to-supply-water-to-sri-lankas-north-139132/,"Government to revisit 'River for Jaffna' project proposed by engineer decades ago, and in the pipeline for years November 9, 2023"
EconomyNext (Business),Fitch downgrades Sri Lanka Hela Apparel Holdings,2023-11-09,https://economynext.com/fitch-downgrades-sri-lanka-hela-apparel-holdings-139105/,"Sri Lanka's Hela Apparel Holdings was downgraded by Fitch Ratings to 'BB+(lka)'; Outlook Negative. November 9, 2023"
EconomyNext (Business),"Cabinet nod for initiation of new agency replacing Sri Lanka's BOI, EDB",2023-11-08,https://economynext.com/cabinet-nod-for-initiation-of-new-agency-replacing-sri-lankas-boi-edb-139004/,"Sri Lanka is also drawing up a new law for Colombo Financial Zone at the Chinese-built Port City. November 8, 2023"
EconomyNext (Business),Sri Lanka's JKH signs up international gaming operator,2023-11-08,https://economynext.com/sri-lankas-jkh-signs-up-international-gaming-operator-138923/,"This MOU consists of the framework for investing into and operating of a casino at the Cinnamon Life November 8, 2023"
EconomyNext (Business),Sri Lanka parliamentary panel directs Finmin to impose tax after controversial sugar levy,2023-11-08,https://economynext.com/sri-lanka-parliamentary-panel-directs-finmin-to-impose-tax-after-controversial-sugar-levy-138902/,"Sri Lanka has seen similar kind of midnight taxes earlier as well November 8, 2023"
EconomyNext (Business),Chinese envoy visits Sri Lanka’s province near India; promises seafood exports,2023-11-07,https://economynext.com/chinese-envoy-visits-sri-lankas-province-near-india-promises-seafood-exports-138519/,"India has been increasingly concerned over Chinese expansion in Sri Lanka's North By By Shihar Aneez November 7, 2023"
EconomyNext (Business),Taj proposes hotel at historic Sri Lanka post office in Nuwara Eliya: Minister,2023-11-07,https://economynext.com/taj-proposes-hotel-at-historic-sri-lanka-post-office-in-nuwara-eliya-minister-138691/,"The proposal was made to the Presidential Secretariat November 7, 2023  1"
EconomyNext (Business),Sri Lanka's education ministry to be allocated Rs 237 Bn in Budget 2024,2023-11-07,https://economynext.com/sri-lankas-education-ministry-to-be-allocated-rs-237-bn-in-budget-2024-138608/,"""The ultimate goal is to provide quality education to both students and educators,” he said. November 7, 2023"
EconomyNext (Business),Sri Lanka to promote spiritual and eco-tourism attractions in north west,2023-11-07,https://economynext.com/sri-lanka-to-promote-spiritual-and-eco-tourism-attractions-in-north-west-138614/,"Street food festival and promotion of lesser known attractions in north western province to draw tourists By By Nethmi Rajawasam November 7, 2023"
EconomyNext (Business),Sri Lanka suspends licenses of five alcohol firms over unpaid taxes,2023-11-07,https://economynext.com/sri-lanka-suspends-licenses-of-five-alcohol-firms-over-unpaid-taxes-138697/,"The firms owed 6.7 billion rupees including fines November 7, 2023"
EconomyNext (Business),Sri Lanka to reconstruct pedestrian bridges across Marine Drive,2023-11-07,https://economynext.com/sri-lanka-to-reconstruct-pedestrian-bridges-across-marine-drive-138858/,"We estimate the cost of the reconstruction at 96 million By By Apsara Rodrigo November 7, 2023"
EconomyNext (Business),Is multilingualism in the classroom the way forward?,2023-11-07,https://economynext.com/is-multilingualism-in-the-classroom-the-way-forward-138897/,"Would allow students to better express themselves, understand scientific concepts, cut across class divisions By By Kshama Ranawana November 7, 2023"
EconomyNext (Business),All schools in Sri Lanka will be digitized by next year: Minister,2023-11-06,https://economynext.com/all-schools-in-sri-lanka-will-be-digitized-by-next-year-minister-138471/,"All schools will be digitized from Grade 1 onwards starting from the reopening of schools next year. By By Apsara Rodrigo November 6, 2023"
EconomyNext (Business),VAT increase could reduce purchasing power: Ceylon Chamber,2023-11-03,https://economynext.com/vat-increase-could-reduce-purchasing-power-ceylon-chamber-138270/,"CCC raises concerns about VAT increase, says government should consider other options of increasing revenue. November 3, 2023"
EconomyNext (Business),Labor law reforms a must to boost competitiveness: Sri Lanka's private sector,2023-11-03,https://economynext.com/labor-law-reforms-a-must-to-boost-competitiveness-sri-lankas-private-sector-138268/,"Sri Lanka cannot be a competitive business hub without adhering to current international labour practices November 3, 2023"
EconomyNext (Business),India will send Teacher Trainers to improve education among upcountry Tamils – Indian FM,2023-11-02,https://economynext.com/india-will-send-teacher-trainers-to-improve-education-among-upcountry-tamils-indian-fm-138188/,"India reemphasizes it commitment to IOTs in Sri Lanka. November 2, 2023"
EconomyNext (Business),Will include private sector proposals in budget: President,2023-11-02,https://economynext.com/will-include-private-sector-proposals-in-budget-president-138137/,"Leaders of private sector institutions presented proposals to the President November 2, 2023  1"
EconomyNext (Business),Bank loan concessions for SMEs in budget: Sri Lanka president,2023-11-02,https://economynext.com/bank-loan-concessions-for-smes-in-budget-sri-lanka-president-138119/,"We aim to introduce measures that provide bank loan concessions to support small and medium-scale industries November 2, 2023"
EconomyNext (Business),Sri Lanka welcomes 1.12 million tourists by October 2023,2023-11-02,https://economynext.com/sri-lanka-welcomes-1-12-million-tourists-by-october-2023-138097/,"Sri Lanka has welcomed 109,199 tourists up to October 2023, taking the total so far to 1.125 million November 2, 2023"
EconomyNext (Business),"Sri Lanka free visas may boost arrivals 15-20 pct from India, China, Russia: official",2023-11-01,https://economynext.com/sri-lanka-free-visas-may-boost-arrivals-15-20-pct-from-india-china-russia-official-137880/,"Sri Lanka charges 20 dollars for an online ETA for South Asian countries, and 30 dollars for others. By By Nethmi Rajawasam November 1, 2023"
EconomyNext (Business),World Bank official calls for more climate resilient farming in Sri Lanka,2023-10-31,https://economynext.com/world-bank-official-calls-for-more-climate-resilient-farming-in-sri-lanka-137657/,"Sri Lanka requires more initiatives to address challenges posed by climate change October 31, 2023"
EconomyNext (Business),Sri Lanka's agriculture ready to face climate change: Minister,2023-10-30,https://economynext.com/sri-lankas-agriculture-ready-to-face-climate-change-minister-137552/,"Developing agriculture sector to maintain successful cultivation even under harsh weather conditions October 30, 2023"
EconomyNext (Business),SriLanka government to disburse August Aswesuma payments this week after July drag,2023-10-30,https://economynext.com/srilanka-government-to-disburse-august-aswesuma-payments-this-week-after-july-drag-137650/,"The new program replaced the politically-motivated Samurdhi scheme October 30, 2023"
EconomyNext (Business),Deloitte in Sri Lanka and Maldives appoint new leadership team,2023-10-29,https://economynext.com/deloitte-in-sri-lanka-and-maldives-appoint-new-leadership-team-137393/,"The appointments come at a time when Deloitte is investing and expanding its presence in the South Asia region October 29, 2023"
EconomyNext (Business),"Sri Lanka housing authority losses near Rs20bn, Rs5bn in 5-years",2023-10-28,https://economynext.com/sri-lanka-housing-authority-losses-near-rs20bn-rs5bn-in-5-years-137267/,"The cumulative loss of the NHDA is close to 20 billion rupees, with a loss of 5 billion rupees made in last five years October 28, 2023"
